COMP;REGIAO;UF;MUNICIPIO;NOME_ESTABELECIMENTO;RAZAO_SOCIAL;DS_TIPO_UNIDADE;DESC_NATUREZA_JURIDICA;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;CO_CEP;LEITOS_EXISTENTES;LEITOS_SUS;UTI_TOTAL_EXIST;UTI_TOTAL_SUS;UTI_ADULTO_EXIST;UTI_ADULTO_SUS;UTI_PEDIATRICO_EXIST;UTI_PEDIATRICO_SUS;UTI_NEONATAL_EXIST;UTI_NEONATAL_SUS;UTI_QUEIMADO_EXIST;UTI_QUEIMADO_SUS;UTI_CORONARIANA_EXIST;UTI_CORONARIANA_SUS;Origem;MOTIVO_DESABILITACAO;CNES;TP_GESTAO;CO_TIPO_UNIDADE;NATUREZA_JURIDICA;NO_COMPLEMENTO;NU_TELEFONE;NO_EMAIL
202402;SUDESTE;SP;SAO PAULO;HOSPITAL SANTA ISABEL;HOSPITAL SANTA ISABEL;HOSPITAL GERAL;HOSPITAL_FILANTRÓPICO;R DONA VERIDIANA;311;VILA BUARQUE;1238010;103;2;25;0;25;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2079445;M;5;3999;;(11)2176-1422;silvio.cardenuto@hsi.org.br
202402;SUDESTE;SP;SAO PAULO;MATERNIDADE SANTA JOANA;HOSPITAL E MATERNIDADE SANTA JOANA SA;HOSPITAL ESPECIALIZADO;HOSPITAL_PRIVADO;RUA DO PARAISO;432;PARAISO;4103000;351;0;140;0;10;0;0;0;130;0;0;0;0;0;FEVEREIRO2024.csv;;2079542;M;7;2054;;115080-6000;contabilidade@santajoana.com.br
202402;SUDESTE;SP;SAO PAULO;INSTITUTO DO CANCER ARNALDO VIEIRA DE CARVALHO;INSTITUTO DO CANCER ARNALDO VIEIRA DE CARVALHO;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÓPICO;RUA DR CESARIO MOTA JUNIOR;112;VILA BUARQUE;1221020;80;80;8;8;8;8;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2080125;E;7;3999;;(11) 3367-3844;ctravasos@doutorarnaldo.org
202402;SUDESTE;SP;SAO PAULO;HOSPITAL DA CRIANCA;REDE DOR SAO LUIZ S A;HOSPITAL ESPECIALIZADO;HOSPITAL_PRIVADO;RUA DAS PEROBAS;295;JABAQUARA;4321120;71;0;20;0;20;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2080168;M;7;2046;PREDIO;(11)30467797;licenciamentosp@rededor.com.br
202402;SUDESTE;SP;SAO PAULO;HOSP MUN DR CARMINO CARICCHIO;PREFEITURA DO MUNICIPIO DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÚBLICO;AV CELSO GARCIA;4815;TATUAPE;3063000;392;385;82;75;58;58;10;7;10;6;4;4;0;0;FEVEREIRO2024.csv;;2080346;M;5;1031;;(11) 33947001;hmcc@prefeitura.sp.gov.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL DA CRUZ VERMELHA BRASILEIRA;CRUZ VERMELHA BRASILEIRA FILIAL DO ESTADO DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_FILANTRÓPICO;AVENIDA MOREIRA GUIMARAES;699;INDIANOPOLIS;4074031;40;0;0;0;0;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2080494;M;5;3999;;5056-8674/5056-8710;secretaria@cruzvermelhasp.org.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL BP;REAL E BENEMERITA ASSOCIACAO PORTUGUESA DE BENEFICENCIA;HOSPITAL GERAL;HOSPITAL_FILANTRÓPICO;MAEST CARDIM;769;LIBERDADE;1323900;887;252;243;65;195;50;48;15;0;0;0;0;0;0;FEVEREIRO2024.csv;;2080575;M;5;3999;;;
202402;SUDESTE;SP;SAO PAULO;HOSP MUN TIDE SETUBAL;PREFEITURA DO MUNICIPIO DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÚBLICO;RUA DR JOSE GUILHERME EIRAS;123;SAO MIGUEL PAULISTA;8010220;207;193;46;32;29;17;10;10;7;5;0;0;0;0;FEVEREIRO2024.csv;;2080583;M;5;1031;;(11)33948770;cavelucci@prefeitura.sp.gov.br
202402;SUDESTE;SP;SAO PAULO;HOSP MUN V NHOCUNE ALEXANDRE ZAIO;SECRETARIA MUNICIPAL DA SAUDE;HOSPITAL GERAL;HOSPITAL_PÚBLICO;ALVES MALDONADO;S/N;VILA NHOCUNE;3558050;48;48;0;0;0;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2080788;M;5;1031;;;
202402;SUDESTE;SP;SAO PAULO;HOSP MAT SAO CRISTOVAO;ASSOCIACAO DE BENEFICENCIA E FILANTROPIA SAO CRISTOVAO;HOSPITAL GERAL;HOSPITAL_FILANTRÓPICO;RUA AMERICO VENTURA;123;ALTO DA MOOCA;3128020;307;0;50;0;30;0;10;0;10;0;0;0;0;0;FEVEREIRO2024.csv;;2080796;M;5;3999;;11 20297416;ctb@saocristovao.com.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL SAMARITANO;ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA CONSELHEIRO BROTERO;1486;HIGIENOPOLIS;1232010;314;0;73;0;48;0;15;0;10;0;0;0;0;0;FEVEREIRO2024.csv;;2080818;M;5;2054;;(11) 3821-5550;legalizacaobr@uhgbrasil.com.br
202402;SUDESTE;SP;SAO PAULO;HOSP PAULISTA DE OTORRINOLARINGOLOGIA;HOSPITAL PAULISTA LTDA;HOSPITAL ESPECIALIZADO;HOSPITAL_PRIVADO;RUA DR DIOGO DE FARIA;780;VIL CLEMENTINO;4037002;44;0;2;0;1;0;1;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2080974;M;7;2062;;(11)50878700;hosppaulista @ . com. br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL DO CORACAO;ASSOCIACAO BENEFICENTE SIRIA;HOSPITAL GERAL;HOSPITAL_FILANTRÓPICO;RUA DESEMBARGADOR ELISEU GUILHERME;123;PARAISO;4004030;292;5;65;0;36;0;12;0;4;0;0;0;13;0;FEVEREIRO2024.csv;;2081288;M;5;3999;;(11)30536611;fiscal@hcor.com.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL SBC;ASSOCIACAO DE ASSISTENCIA MUTUA A SAUDE SBC;HOSPITAL GERAL;HOSPITAL_FILANTRÓPICO;BLUMENAU;320;V LEOPOLDINA;5319020;32;0;6;0;6;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2081741;M;5;3999;;011 21972400;dp@saudesbc.com.br
202402;SUDESTE;SP;SAO PAULO;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;SECRETARIA MUNICIPAL DA SAUDE;HOSPITAL GERAL;HOSPITAL_PÚBLICO;FRANCISCO DE PAULA QUINTANILHA RIBEIRO;860;JABAQUARA;4330902;207;198;42;33;30;21;8;8;4;4;0;0;0;0;FEVEREIRO2024.csv;;2081970;M;5;1031;;;
202402;SUDESTE;SP;SAO PAULO;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPAS SAO PAULO;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÚBLICO;AV ELISIO TEIXEIRA LEITE;6999;PARADA DE TAIPAS;2810000;285;252;46;29;20;10;14;13;12;6;0;0;0;0;FEVEREIRO2024.csv;;2082225;E;5;1023;;(11) 3973-2040;expedientedtd@hgtaipas.com.br
202402;SUDESTE;SP;SAO PAULO;HOSP ALBERT SABIN;LAPA ASSISTENCIA MEDICA LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA BRIGADEIRO GAVIAO PEIXOTO;123;LAPA;5078000;80;0;25;0;16;0;0;0;0;0;0;0;9;0;FEVEREIRO2024.csv;;2082314;M;5;2062;;(11)38384655;a.eva@hasabin.com.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL SANTA RITA;CASA DE SAUDE SANTA RITA S A;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA CUBATAO;1190;VILA MARIANA;4013004;132;0;12;0;12;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2082535;M;5;2054;;1159086000;gomes@hospitalsantarita.com.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL JAPONES SANTA CRUZ;SOCIEDADE BRASILEIRA E JAPONESA DE BENEFICIENCIA SANTA CRUZ;HOSPITAL GERAL;HOSPITAL_FILANTRÓPICO;R SANTA CRUZ;398;VILA MARIANA;4122000;168;30;30;10;30;10;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2082624;M;5;3999;;(11)50802000;coordclinica@hospitalsantacruz.com
202402;SUDESTE;SP;SAO PAULO;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;PREFEITURA DO MUNICIPIO DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÚBLICO;ALAMEDA RODRIGO DE BRUM;1989;VILA PARANAGUA;3807230;286;256;50;44;30;30;10;6;10;8;0;0;0;0;FEVEREIRO2024.csv;;2082829;M;5;1031;;(11)33948030;VOSILVA@PREFEITURA.SP.GOV.BR
202402;SUDESTE;SP;SAO PAULO;HOSP MUN J IVA BENEDITO MONTENEGRO;SECRETARIA MUNICIPAL DA SAUDE;HOSPITAL GERAL;HOSPITAL_PÚBLICO;ANTONIO LAZARO;226;JARDIM IVA;3921080;54;45;8;0;8;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2084139;M;5;1031;;11 11111111;DTRFORNACIARI@PREFEITURA.SP.GOV.BR
202402;SUDESTE;SP;SAO PAULO;HOSP IGESP PAULISTA;IGESP SA CENTRO MEDICO E CIRURGICO INST GASTROENT DE SP;HOSPITAL GERAL;HOSPITAL_PRIVADO;SILVIA;276;BELA VISTA;1331010;160;0;0;0;0;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2084333;M;5;2054;;;mara@hospitaligesp.com.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL E MATERNIDADE NOSSA SENHORA DO ROSARIO;NOTRE DAME INTERMEDICA SAUDE S A;HOSPITAL GERAL;HOSPITAL_PRIVADO;DR EDSON DE MELO;357;VILA MARIA ALTA;2122080;73;0;20;0;10;0;0;0;10;0;0;0;0;0;FEVEREIRO2024.csv;;2084368;M;5;2054;;1131552072;
202402;SUDESTE;SP;SAO PAULO;HOSPITAL PAULISTANO;ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA MARTINIANO DE CARVALHO;741;BELA VISTA;1321001;165;0;20;0;20;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2084376;M;5;2054;;(11) 3016-1000;
202402;SUDESTE;SP;SAO PAULO;HOSP MUN DR IGNACIO PROENCA DE GOUVEA;PREFEITURA DO MUNICIPIO DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÚBLICO;RUA JUVENTUS;562;MOOCA;3124020;124;107;33;16;25;12;0;0;8;4;0;0;0;0;FEVEREIRO2024.csv;;2084473;M;5;1031;;(11) 33947810;carlosgonnelli@yahoo.com.br
202402;SUDESTE;SP;SAO PAULO;INSTITUTO DANTE PAZZANESE DE CARDIOLOGIA IDPC SAO PAULO;FUNDACAO ADIB JATENE;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÓPICO;AV DR DANTE PAZZANESE;500;IBIRAPUERA;4012180;402;386;103;100;82;80;21;20;0;0;0;0;0;0;FEVEREIRO2024.csv;;2088495;E;7;3069;;(11) 5549-1538;faturamentofaj@uol.com.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;HOSPITAL ESPECIALIZADO;HOSPITAL_PÚBLICO;RUA SIQUEIRA BUENO;1757;AGUA RASA;3173010;114;108;26;26;0;0;20;20;6;6;0;0;0;0;FEVEREIRO2024.csv;;2088517;E;7;1023;;(11) 2603-5343;hicf.dtd@ig.com.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL DE TRANSP DO EST DE SP EURYCLIDES DE JESUS ZERBINI;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÚBLICO;AV BRIGADEIRO LUIZ ANTONIO;2651;JARDIM PAULISTA;1401901;168;168;21;21;16;16;5;5;0;0;0;0;0;0;FEVEREIRO2024.csv;;2088576;E;5;1023;;(11) 3170-6329;hospital.brigadeiro@.ig.com.br
202402;SUDESTE;SP;SAO PAULO;HOSP RUBEM BERTA;ADLM SERVICOS MEDICOS LTDA;HOSPITAL ESPECIALIZADO;HOSPITAL_PRIVADO;RUBEM BERTA;1100;INDIANOPOLIS;4074000;57;0;1;0;1;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2089084;M;7;2240;;;
202402;SUDESTE;SP;SAO PAULO;CASA DE SAUDE DE SAO JOAO DE DEUS;ASSOCIACAO HOSPITALEIRA DE ASSISTENCIA SOCIAL;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÓPICO;EST TURISTICA DO JARAGUA;2365;PIRITUBA;5161000;144;0;0;0;0;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2089203;M;7;3999;;(11)39041993;DIRETORIAOHBRASIL@UOL.COM.BR
202402;SUDESTE;SP;SAO PAULO;HOSPITAL ALVORADA MOEMA;HOSPITAL ALVORADA TAGUATINGA LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;AVENIDA IBIRAPUERA;1942;INDIANOPOLIS;4028001;148;0;30;0;20;0;10;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2089238;M;5;2062;;(11) 3375-3258;renata.filomeno@uhgbrasil.com.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL E MATERNIDADE SAO RAFAEL SP;CENTRO MEDICO ESPECIALIZADO S C LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;ECA DE QUEIROZ;391;VILA MARIANA;4011032;59;0;3;0;3;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2089483;M;5;2062;385;11 59085400;s.financeiro@hsaorafael.com.br
202402;SUDESTE;SP;SAO PAULO;HOSP MAT 8 DE MAIO;HOSPITAL E MATERNIDADE 8 DE MAIO LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA RAFAEL MONTEIRO VALEIRO;18;ITAIM PAULISTA;8140020;28;0;0;0;0;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2089564;M;5;2062;;(11)65610908;hospitaloitodemaio@terra.com.b
202402;SUDESTE;SP;SAO PAULO;ASSOC CRUZ VERDE;ASSOCIACAO CRUZ VERDE;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÓPICO;RUA DR DIOGO DE FARIA;695;VILA CLEMENTINO;4037002;204;204;0;0;0;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2089572;M;7;3999;;(11)55797335;cruzverde@cruzverde.org.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL SAO LUIZ JABAQUARA;REDE DOR SAO LUIZ S A;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA DAS PEROBAS;344;JABAQUARA;4321120;159;0;50;0;50;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2089599;M;5;2046;;1130467797;licenciamentosp@rededor.com.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL SEPACO;SERV SOCIAL DA IND DO PAPEL PAPELAO E CORT DO ESTADO DE SP;HOSPITAL GERAL;HOSPITAL_FILANTRÓPICO;VERGUEIRO;4210;VILA MARIANA;4102900;259;19;100;0;40;0;30;0;30;0;0;0;0;0;FEVEREIRO2024.csv;;2089602;M;5;3999;;;
202402;SUDESTE;SP;SAO PAULO;HOSP EDMUNDO VASCONCELOS;FUNDACAO INST DE MOLESTIAS DO APARELHO DIGEST E DA NUTRICAO;HOSPITAL GERAL;HOSPITAL_FILANTRÓPICO;RUA BORGES LAGOA;1450;VIL CLEMENTINO;4038905;157;0;17;0;10;0;7;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2089610;M;5;3069;;(11) 5080 4000;ditetoria@hospitaledmundovasco
202402;SUDESTE;SP;SAO PAULO;HOSPITAL NEXT BUTANTA;HOSPITAL ALVORADA TAGUATINGA LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;AV PROF FRANCISCO MORATO;719;BUTANTA;5513000;128;0;20;0;20;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2089653;M;5;2062;;(11)30942300;legalizacaobr@amil.com.br
202402;SUDESTE;SP;SAO PAULO;HOSP PS NOVA IGUATEMI;HOSPITAL PS NOVA IGUATEMI SC LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;AVN RAGUEB CHOHFI;3315;SAO MATEUS;8375000;15;0;0;0;0;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2089661;M;5;2240;PRQ BOA ESPERANCA;(11) 2731-6732;
202402;SUDESTE;SP;SAO PAULO;HOSPITAL GRAACC INSTITUTO DE ONCOLOGIA PEDIATRICA IOP;GRUPO DE APOIO AO ADOLESCENTE E A CRIANCA COM CANCER GRAAC;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÓPICO;RUA PEDRO DE TOLEDO;572;VILA CLEMENTINO;4039001;73;59;10;8;0;0;10;8;0;0;0;0;0;0;FEVEREIRO2024.csv;;2089696;M;7;3999;;(11)50808400;iopepm@graacc.org.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL NIPO BRASILEIRO;BENEFICENCIA NIPO BRASILEIRA DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_FILANTRÓPICO;RUA PISTOIA;100;PARQUE NOVO MUNDO;2189000;245;0;50;0;30;0;0;0;10;0;0;0;10;0;FEVEREIRO2024.csv;;2089777;M;5;3999;;(11)26332200;ed.carlos@hospitalnipo.org.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL DO RIM E HIPERTENSAO;FUNDACAO OSWALDO RAMOS;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÓPICO;RUA BORGES LAGOA;960;VILA CLEMENTINO;4038002;151;146;16;16;16;16;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2089785;M;7;3069;;(11)50878000;hospital@hrim.com.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL REGIONAL SUL SAO PAULO;SECRETARIA DE ESTADO DA SAUDE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÚBLICO;RUA GENERAL ROBERTO ALVES DE CARVALHO FILHO;270;SANTO AMARO;4744000;212;209;34;31;17;14;7;7;10;10;0;0;0;0;FEVEREIRO2024.csv;;2091313;E;5;1023;;(11) 5694-8259;regionalsulrh@gmail.com
202402;SUDESTE;SP;SAO PAULO;HOSPITAL VITAL BRAZIL SAO PAULO;INSTITUTO BUTANTAN;HOSPITAL ESPECIALIZADO;HOSPITAL_PÚBLICO;AV VITAL BRAZIL;1500;BUTANTA;5503900;11;11;0;0;0;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2091356;E;7;1023;;(11)37267962;hospital@butantan.gov.br
202402;SUDESTE;SP;SAO PAULO;ASSOCIACAO NOSSA SENHORA DO PARI;ASSOCIACAO BENEFICENTE DE ASSISTENCIA SOCIAL N SRA DO PARI;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÓPICO;RUA HANEMANN;234;CANINDE;3031040;62;53;16;7;16;7;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2091399;M;7;3999;;33226500 / 33226501;diretoria@hpari.com.br
202402;SUDESTE;SP;SAO PAULO;INST CEMA DE OFTALMOLOGIA E OTORRINOLARINGOLOGIA;INST CEMA DE OFTALMOLOGIA E OTORRINOLARINGOLOGIA;HOSPITAL GERAL;HOSPITAL_FILANTRÓPICO;RUA PASCOAL MOREIRA;450;MOOCA;3117000;31;31;0;0;0;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2091550;M;5;3999;;;patriciasilva@cemahospital.com.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÚBLICO;RUA MANOEL FRANCA DOS SANTOS;174;JARDIM SAPOPEMBA;3975130;162;162;30;30;20;20;0;0;10;10;0;0;0;0;FEVEREIRO2024.csv;;2091585;E;5;1023;;(11) 2014-6000;secretaria@hesap.org.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÚBLICO;AV MINISTRO PETRONIO PORTELA;1642;JARDIM IRACEMA;2802120;169;160;35;35;20;20;5;5;4;4;6;6;0;0;FEVEREIRO2024.csv;;2091755;E;5;1023;;(11) 3976-9911;diretoria-hgvp@saude.sp.gov.br
202402;SUDESTE;SP;SAO PAULO;HOSP VERA CRUZ;HOSPITAL VERA CRUZ LTDA;HOSPITAL ESPECIALIZADO;HOSPITAL_PRIVADO;R ALTO PARAGUAI;362;J MODELO;2238240;130;0;0;0;0;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2091763;M;7;2240;;11 21987222;vc@clinicaveracruz.com.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL CENTRAL DE GUAIANASES;HOSPITAL E PRONTO SOCORRO COMUNITARIO VILA IOLANDA LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA CABO JOSE TEIXEIRA;189;GUAIANAZES;8451010;95;0;13;0;13;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2091801;M;5;2062;;(11) 25515151;licenciamentosp@rededor.com.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL LUZ SANTO AMARO;HOSPITAL ALVORADA TAGUATINGA LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA BARAO DO RIO BRANCO;555;SANTO AMARO;4753001;70;0;10;0;10;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2680785;M;5;2062;;11-21850500;cadastro@formaarquiteturalegal.com.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL PSIQUIATRICO DE VILA MARIANA;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;HOSPITAL ESPECIALIZADO;HOSPITAL_PÚBLICO;RUA MAJOR MARAGLIANO;241;VILA MARIANA;4017030;77;77;0;0;0;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2688514;E;7;1023;287;(11) 3466-2100;gustavo.barros@caismvm.spdm.org.br
202402;SUDESTE;SP;SAO PAULO;CASA DE DAVID SAO PAULO;CASA DE DAVID TABERNACULO ESPIRITA PARA EXCEPCIONAIS;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÓPICO;RODOVIA FERNAO DIAS;82;PARQUE EDU CHAVES;2284000;281;265;0;0;0;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2688522;E;7;3999;KM 82;(11) 2453-6600;faturamento@casadedavid.org.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL SAO CAMILO POMPEIA;SOCIEDADE BENEFICENTE SAO CAMILO;HOSPITAL GERAL;HOSPITAL_FILANTRÓPICO;AV POMPEIA;1178;POMPEIA;5022001;292;0;60;0;50;0;10;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2688565;M;5;3999;;(11)36774503;eliezer.soares@hospitalsaocamilosp.org.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL GERAL DE VILA NOVA CACHOEIRINHA SAO PAULO;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÚBLICO;AV DEPUTADO EMILIO CARLOS;3000;VILA NOVA CACHOEIRIN;2720200;210;185;40;20;40;20;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2688573;E;5;1023;;(11) 3859-4822;hgvnc@saude.sp.gov.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL GERIATRICO E DE CONVALESCENTES D PEDRO II;IRMANDADE SANTA CASA DE MISERICORDIA DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_FILANTRÓPICO;AV GUAPIRA;2674;JACANA;2265002;457;457;0;0;0;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2688581;M;5;3999;;(11)21761200;dir.clinica@santacasasp.org.br
202402;SUDESTE;SP;SAO PAULO;HOSPITAL SANTA CATARINA;ASSOCIACAO CONGREGACAO DESANTA CATARINA;HOSPITAL GERAL;HOSPITAL_FILANTRÓPICO;PAULISTA;200;BELA VISTA;1310000;330;0;85;0;69;0;16;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2688603;M;5;3999;;;
202402;SUDESTE;SP;SAO PAULO;SAO LUIZ UNIDADE ITAIM;REDE D OR SAO LUIZ S A;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA DR ALCEU DE CAMPOS RODRIGUES;95;VILA NOVA CONCEICAO;4544000;274;0;50;0;18;0;0;0;32;0;0;0;0;0;FEVEREIRO2024.csv;;2688611;M;5;2046;;(11)30401100;licenciamentosp@rededor.com.br
202402;SUDESTE;SP;SAO PAULO;INST SUEL ABUJAMRA;INSTITUTO SUEL ABUJAMRA;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÓPICO;RUA TAMANDARE;693;ACLIMACAO;1525001;16;16;0;0;0;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2688638;M;7;3999;CONJUNTO 66;11 37773026;institutosuel@institutosuel.org.br
202402;SUDESTE;SP;SAO PAULO;SANTA CASA DE SAO PAULO HOSPITAL CENTRAL SAO PAULO;IRMANDADE DA SANTA CASA DE MISERICORDIA DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_FILANTRÓPICO;RUA DR CESARIO MOTA JUNIOR;112;VILA BUARQUE;1221020;1086;1078;96;88;63;55;18;18;15;15;0;0;0;0;FEVEREIRO2024.csv;;2688689;E;5;3999;;(11) 2176-7000;rogerio.pecchini@santacasasp.org.br
202402;SUDESTE;SP;SAO PAULO;HOSP DO SERV PUB MUNICIPAL HSPM;HOSPITAL DO SERVIDOR PUBLICO MUNICIPAL;HOSPITAL GERAL;HOSPITAL_PÚBLICO;CASTRO ALVES;60;LIBERDADE;1532000;203;14;38;14;30;10;4;0;4;4;0;0;0;0;FEVEREIRO2024.csv;;2752077;M;5;1120;;;
202402;SUDESTE;SP;SAO PAULO;HOSP MUN FERNANDO MAURO PIRES DA ROCHA;PREFEITURA DO MUNICIPIO DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÚBLICO;ESTRADA DE ITAPECERICA;1661;CAMPO LIMPO;5835005;327;303;68;60;40;40;16;10;12;10;0;0;0;0;FEVEREIRO2024.csv;;2786680;M;5;1031;VILA MARACANA;(11)33947460;hmclsame@gmail.com
202402;SUDESTE;SP;SAO PAULO;FUNDACAO FACULDADE DE MEDICINAHCFMUSP INST DE PSIQUIATRIA SP;FUNDACAO FACULDADE DE MEDICINA MECMPAS;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÓPICO;RUA DR OVIDIO PIRES DE CAMPOS;785;CERQUEIRA CESAR;5403000;123;123;0;0;0;0;0;0;0;0;0;0;0;0;FEVEREIRO2024.csv;;2812703;E;7;3069;;(11) 3087-5456;valdices@ffm.br
